1556265600,751991,2584,920,587,479,232,298,948
1556294400,750644,742,2089,557,303,474,265,970
1556323200,750831,651,464,108,222,182,76,452
1556352000,750890,457,398,53,158,173,55,367
1556380800,750720,445,615,56,184,176,53,387
1556409600,750722,442,440,37,150,163,39,334
1556438400,750620,418,520,45,152,172,49,346
1556467200,750771,595,444,53,206,166,53,386
1556496000,751532,1641,880,43,141,182,48,346
1556524800,751613,596,515,60,225,178,55,431
1556553600,753655,2543,501,625,564,239,286,1010
1556582400,751997,815,2473,613,260,479,295,961
1556611200,752022,608,583,77,207,222,94,475
1556640000,752063,718,677,88,331,216,106,602
1556668800,752111,647,599,144,235,230,99,517
1556697600,751565,537,1083,101,207,228,78,477
1556726400,751641,861,785,73,264,210,75,501
1556755200,751994,874,521,162,231,213,78,475
1556784000,751995,524,523,106,190,164,94,417
1556812800,752207,995,783,141,294,236,118,582
1556841600,752226,532,513,72,248,197,84,481
1556870400,752180,579,625,65,210,214,77,461
1556899200,752268,654,566,108,289,223,102,561
1556928000,752218,609,659,109,243,265,126,571
1556956800,752635,901,484,72,187,214,75,444
1556985600,752360,573,848,56,251,176,54,441
1557014400,751527,472,1305,72,147,238,70,427
1557043200,752506,1535,556,35,237,203,44,457
1557072000,752950,743,299,107,232,120,53,373
1557100800,752863,334,421,102,144,159,52,326
1557129600,752871,563,555,47,215,160,60,395
1557158400,753135,890,626,92,295,234,84,569
1557187200,754719,2171,587,698,513,220,267,938
1557216000,752734,538,2523,977,239,464,379,1016
1557244800,753880,1686,540,280,311,223,210,695
1557273600,754157,1171,894,125,242,229,81,515
1557302400,755711,1993,439,724,467,168,273,843
1557331200,754450,732,1993,779,282,469,295,970
1557360000,755519,1830,761,155,265,210,102,532
1557388800,755416,797,900,81,239,258,80,534
1557417600,756127,1287,576,51,362,232,75,620
1557446400,755860,591,858,118,198,252,83,491
1557475200,755837,678,701,74,267,186,81,491
1557504000,756220,912,529,147,302,212,118,580
1557532800,756179,546,587,78,216,229,73,483
1557561600,756066,392,505,62,161,196,61,390
1557590400,756172,574,468,60,204,194,62,427
1557619200,756249,449,372,55,158,142,57,329
1557648000,756217,417,449,73,152,156,60,340
1557676800,756361,508,364,61,176,117,57,324
1557705600,757661,1625,325,616,333,134,238,670
1557734400,756609,589,1641,620,204,356,240,752
1557763200,756794,625,440,82,281,177,87,504
1557792000,756734,649,709,95,217,217,63,455
1557820800,758148,1959,545,643,443,229,257,864
1557849600,757097,826,1877,643,330,452,279,981
1557878400,757634,1230,693,40,258,236,46,502
1557907200,757395,643,882,75,229,240,76,501
1557936000,759084,2596,907,669,522,278,283,1005
1557964800,757028,708,2764,756,257,514,336,1023
1557993600,757818,1263,473,201,274,185,158,573
1558022400,758025,894,687,92,319,273,82,610
1558051200,757741,671,955,535,245,298,86,580
1558080000,757761,739,719,137,263,212,83,520
1558108800,757263,811,1309,250,321,275,188,725
1558137600,758035,1309,537,222,277,226,175,639
1558166400,757737,342,640,512,169,159,68,369
1558195200,757875,564,426,41,165,162,45,339
1558224000,757765,354,464,40,157,161,55,348
1558252800,757663,372,474,51,148,157,45,333
1558281600,757857,543,349,77,176,156,58,363
1558310400,757971,420,306,199,137,120,48,281
1558339200,758329,754,396,48,205,136,33,339
1558368000,758129,734,934,93,315,263,95,610
1558396800,758435,927,621,228,279,255,108,592
1558425600,758403,876,908,126,274,253,79,561
1558454400,758629,959,733,164,344,249,116,647
1558483200,758504,577,702,86,238,267,85,537
1558512000,759893,2076,687,549,439,222,264,867
1558540800,758610,941,2224,497,328,453,277,975
1558569600,758744,825,691,45,296,265,70,582
1558598400,758834,822,732,100,261,265,93,570
1558627200,759186,919,567,164,338,226,124,628
1558656000,758868,867,1185,172,280,341,98,651
1558684800,760470,2179,577,66,329,204,83,567
1558713600,759528,938,1880,102,311,230,105,603
1558742400,759511,634,651,99,249,242,75,528
1558771200,759502,500,509,83,187,186,63,410
1558800000,759593,458,367,179,181,159,84,393
1558828800,759037,334,890,35,128,176,38,322
1558857600,759382,753,408,62,144,136,44,304
1558886400,759518,479,343,62,176,135,61,342
1558915200,759440,291,369,34,138,142,43,301
1558944000,758976,461,925,60,188,204,62,421
1558972800,759343,1080,713,146,294,209,119,580
1559001600,759400,1017,960,137,225,197,105,489
1559030400,759123,710,987,126,223,217,101,488
1559059200,759803,1372,692,252,328,231,124,627
1559088000,760098,1069,774,64,268,269,89,575
1559116800,759938,655,815,115,259,239,83,536
1559145600,760183,1004,759,168,331,264,116,666
1559174400,760272,1080,991,118,295,284,92,623
1559203200,760478,842,636,79,308,220,95,577
1559232000,760672,888,694,84,300,240,105,583
1559260800,760650,763,785,166,255,244,92,538
1559289600,760379,561,832,104,214,241,66,478
1559318400,760678,956,657,208,321,234,113,625
1559347200,760796,820,702,104,264,266,100,574
1559376000,760468,379,707,125,159,209,95,429
1559404800,760583,658,543,77,247,207,67,479
1559433600,760646,588,525,65,207,188,69,433
1559462400,760625,474,495,120,183,156,68,368
1559491200,760705,477,397,56,183,151,58,364
1559520000,760688,397,414,71,152,173,70,364
1559548800,760295,649,1042,92,214,226,90,489
1559577600,760558,1101,838,90,325,269,103,633
1559606400,760536,697,719,67,282,290,71,596
1559635200,760422,580,694,110,238,227,92,517
1559664000,759814,854,1462,553,345,323,307,903
1559692800,760550,1428,692,574,346,232,281,806
1559721600,760625,609,534,107,221,195,84,460
1559750400,760816,693,502,132,289,198,98,535
1559779200,760435,665,1046,94,258,273,65,535
1559808000,760307,673,801,116,248,217,62,490
1559836800,760600,1057,764,103,306,254,95,606
1559865600,760320,845,1125,230,261,295,115,620
1559894400,760388,924,856,175,257,218,146,578
1559923200,760678,850,560,128,312,213,91,576
1559952000,760592,676,762,116,239,233,75,502
1559980800,760571,666,687,61,185,200,65,424
1560009600,760381,576,766,146,212,178,72,433
1560038400,760607,684,458,99,177,168,82,398
1560067200,760543,365,429,35,140,138,41,293
1560096000,760384,449,608,53,162,177,49,367
1560124800,760459,662,587,55,172,165,68,375
1560153600,760777,749,431,128,211,167,112,457
1560182400,760638,650,789,112,301,239,109,600
1560211200,761959,2256,935,609,449,289,304,968
1560240000,760887,962,2034,617,277,386,307,895
1560268800,761062,790,615,257,300,273,128,660
1560297600,760774,746,1034,245,301,279,92,613
1560326400,761115,1096,755,123,302,208,121,582
1560355200,761081,971,1005,162,335,270,122,661
1560384000,760743,872,1210,255,291,322,103,661
1560412800,761171,1218,790,232,293,209,95,555
1560441600,761270,1184,1085,205,352,297,90,683
1560470400,761411,1150,1009,142,332,341,92,704
1560499200,761768,983,626,155,310,175,63,512
1560528000,761752,738,754,80,288,266,97,606
1560556800,761800,779,731,211,250,259,86,543
1560585600,761874,546,472,67,186,171,60,392
1560614400,761794,445,525,53,198,201,53,426
1560643200,761794,567,567,37,195,155,53,367
1560672000,761844,505,455,73,144,148,57,332
1560700800,760506,455,1793,35,174,395,51,600
1560729600,761412,1750,844,56,390,187,48,594
1560758400,761592,986,806,71,279,162,49,460
1560787200,761694,804,702,96,286,250,67,567
1560816000,761467,788,1015,146,286,272,84,592
1560844800,760285,894,2076,222,251,354,179,731
1560873600,760290,955,950,120,331,283,108,671
1560902400,761612,2271,949,242,418,268,177,807
1560931200,761424,791,979,178,276,234,82,547
1560960000,763538,2697,583,434,562,232,307,1032
1560988800,761348,669,2859,533,287,505,277,1003
1561017600,761779,943,512,216,251,213,83,504
1561046400,761990,722,511,107,305,195,113,565
1561075200,761643,512,859,269,219,266,85,528
1561104000,761864,816,595,144,255,197,87,505
1561132800,761777,769,856,122,298,263,100,604
1561161600,761960,703,520,110,204,232,64,462
1561190400,761500,443,903,121,196,194,59,417
1561219200,761791,758,467,49,197,190,53,409
1561248000,762025,613,379,29,190,169,33,359
1561276800,762026,376,375,26,140,163,33,310
1561305600,761952,366,440,36,181,169,43,370
1561334400,762004,424,372,25,163,118,28,288
1561363200,761973,619,650,121,189,134,57,351
