1591257600,828900,1861,577,363,458,231,214,836
1591286400,829115,1440,1225,226,363,356,170,803
1591315200,829137,1197,1175,248,311,282,112,644
1591344000,829263,787,661,318,264,249,101,570
1591372800,829030,733,966,6354,315,294,125,682
1591401600,829830,1481,681,6333,288,232,95,575
1591430400,829902,646,574,47,212,202,82,462
1591459200,829668,536,770,155,220,223,126,529
1591488000,830117,803,354,139,237,164,101,473
1591516800,827238,268,3147,169,148,298,171,589
1591545600,827651,995,582,83,188,186,100,444
1591574400,827786,491,356,55,192,148,69,381
1591603200,830019,2728,495,204,342,177,192,669
1591632000,830393,1129,755,210,309,281,100,646
1591660800,830370,676,699,218,281,268,100,591
1591689600,830299,915,986,217,285,282,120,631
1591718400,831421,1834,712,92,363,292,109,710
1591747200,830671,644,1394,326,284,378,230,830
1591776000,830819,1016,868,373,315,286,244,783
1591804800,831044,1264,1039,144,393,349,132,801
1591833600,831095,1068,1017,148,363,328,139,746
1591862400,831083,834,846,186,276,256,112,593
1591891200,831030,898,951,157,355,242,155,694
