1587888000,822863,325,571,106,141,190,61,350
1587916800,823058,654,459,113,221,189,89,455
1587945600,822781,396,673,64,164,178,80,390
1587974400,822735,526,572,1466,203,211,70,439
1588003200,822930,1013,818,1471,344,269,119,665
1588032000,823100,929,759,173,322,272,135,679
1588060800,823209,791,682,100,248,231,109,547
1588089600,824566,2534,1177,202,339,292,139,701
1588118400,823498,1254,2322,129,297,305,107,635
1588147200,823523,785,760,77,264,238,88,542
1588176000,823312,966,1177,1599,346,298,176,756
1588204800,818213,1024,6123,468,327,770,357,1361
1588233600,823684,6245,774,568,750,239,352,1259
1588262400,818347,972,6309,509,343,804,391,1428
1588291200,823864,6624,1107,1909,837,297,372,1425
1588320000,823944,735,655,1461,223,244,112,533
1588348800,824160,680,464,105,287,197,123,558
1588377600,824151,527,536,61,204,191,68,422
1588406400,824015,319,455,47,143,175,54,342
1588435200,824147,661,529,106,212,195,101,450
1588464000,824190,474,431,86,183,158,76,390
1588492800,824086,332,436,50,137,154,49,317
1588521600,824455,728,359,1404,218,133,74,397
1588550400,824251,283,487,783,143,159,62,339
1588579200,824015,639,875,163,216,218,156,540
1588608000,823840,781,956,745,280,297,135,641
1588636800,823888,945,897,106,290,245,103,576
1588665600,824662,1324,550,356,304,212,197,662
1588694400,825680,1843,825,1765,346,260,129,678
1588723200,825902,892,670,593,316,232,128,622
1588752000,825965,631,568,76,243,218,93,505
1588780800,826122,961,804,123,348,242,95,638
1588809600,826258,1172,1036,132,285,213,117,563
1588838400,826100,474,632,76,193,171,83,419
1588867200,825709,994,1385,113,298,280,113,643
1588896000,825906,953,756,1176,250,245,104,552
1588924800,825753,708,861,1488,215,222,105,493
1588953600,825081,766,1438,92,305,340,121,697
1588982400,825890,1415,606,144,327,241,109,621
1589011200,824841,397,1446,148,197,283,113,538
1589040000,825371,1093,563,1320,238,219,107,520
1589068800,824993,517,895,1251,204,162,55,389
1589097600,825297,736,432,1278,150,164,62,347
1589126400,825585,711,423,1301,204,147,76,396
1589155200,825667,473,391,130,143,120,62,309
1589184000,825574,782,875,103,237,192,98,491
1589212800,826092,1105,587,97,324,221,113,601
1589241600,825455,512,1149,133,232,253,126,560
1589270400,824667,597,1385,1637,219,321,206,697
1589299200,825572,1547,642,182,380,244,126,686
1589328000,825631,715,656,123,280,229,116,570
1589356800,825709,1084,1006,1688,336,232,223,739
1589385600,826279,1272,702,137,360,272,141,704
1589414400,825461,847,1665,1627,306,406,169,816
1589443200,826815,2114,760,1625,492,216,173,821
1589472000,827203,1233,845,194,357,285,123,702
1589500800,827159,946,990,254,323,292,105,642
1589529600,827284,802,677,115,269,239,104,546
1589558400,827376,1037,945,154,348,316,151,767
1589587200,827169,819,1026,84,314,308,98,663
1589616000,827295,944,818,51,219,250,62,489
1589644800,827310,797,782,1303,269,216,93,544
1589673600,827535,783,558,1302,257,154,73,460
1589702400,826458,384,1461,39,146,228,42,387
1589731200,827472,1458,444,55,255,161,33,426
1589760000,827280,448,640,67,178,155,62,371
1589788800,826982,692,990,109,213,165,81,425
1589817600,827047,1032,967,137,317,294,132,677
1589846400,826574,906,1379,1351,281,276,115,617
1589875200,826678,1318,1214,1378,300,275,112,629
1589904000,826793,1091,976,167,350,358,149,791
1589932800,827019,1231,1005,1334,388,298,112,739
1589961600,826836,769,952,1425,299,292,114,658
1589990400,826054,1231,2013,1515,355,501,219,1000
1590019200,825907,1031,1178,205,343,333,101,724
1590048000,826194,1592,1305,1461,414,339,187,868
1590076800,827273,2432,1353,144,611,311,160,1013
1590105600,827475,923,721,94,310,266,100,624
1590134400,827178,583,880,80,239,230,83,501
1590163200,827762,1351,767,1191,322,282,154,699
1590192000,827648,714,828,177,270,244,99,580
1590220800,828141,1205,712,256,229,222,101,514
1590249600,828057,777,861,221,244,215,115,534
1590278400,828113,562,506,149,197,154,73,394
1590307200,827524,431,1020,252,129,265,219,583
1590336000,828169,940,295,120,229,137,83,429
1590364800,828029,260,400,58,137,160,38,311
1590393600,828679,1080,430,205,264,149,165,545
1590422400,828336,497,840,2162,235,230,100,520
1590451200,828353,586,569,87,215,205,101,486
1590480000,827558,506,1301,329,215,356,212,738
1590508800,827742,900,716,131,329,293,118,679
1590537600,827368,631,1005,74,282,314,92,642
1590566400,828096,1450,722,379,431,251,207,849
1590595200,828315,1265,1046,201,367,352,118,770
1590624000,827539,939,1715,329,321,358,142,758
1590652800,827746,1138,931,206,332,299,131,698
1590681600,828195,1377,928,158,415,309,134,798
1590710400,828449,940,686,108,306,273,82,615
1590739200,828556,727,620,133,239,228,105,522
1590768000,828704,914,766,6279,331,259,140,677
1590796800,828860,957,801,6240,326,251,101,629
1590825600,828444,620,1036,135,202,225,85,476
1590854400,828769,723,398,184,226,196,99,484
1590883200,828496,476,749,117,201,195,76,441
1590912000,828635,493,354,71,187,140,66,361
1590940800,828893,629,371,114,204,149,89,407
1590969600,827902,344,1335,6363,148,283,165,568
1590998400,826623,1065,2344,6822,237,496,255,931
1591027200,826631,702,694,130,302,242,116,612
1591056000,825737,662,1556,94,252,277,103,579
1591084800,828634,3639,742,744,613,261,313,1111
1591113600,828733,806,707,108,359,267,127,695
1591142400,829105,988,616,154,336,243,156,681
1591171200,828278,637,1464,585,236,340,196,721
1591200000,828010,952,1220,132,346,329,122,736
1591228800,827616,844,1238,118,301,278,110,635
