1593590400,830350,975,1083,225,322,354,140,758
1593619200,830756,1337,931,99,468,297,107,823
1593648000,830505,1005,1256,112,355,372,126,790
1593676800,830599,873,779,100,312,270,93,628
1593705600,830662,966,903,110,354,263,118,690
1593734400,830637,860,885,153,312,279,130,668
1593763200,830717,862,782,184,237,284,155,634
1593792000,830008,982,1691,253,342,319,107,731
1593820800,830580,993,421,66,333,199,68,557
1593849600,830557,376,399,134,159,176,97,410
1593878400,830074,469,952,47,201,174,54,408
1593907200,829840,563,797,55,179,164,79,401
1593936000,829779,326,387,50,135,170,52,337
1593964800,828862,429,1346,78,177,143,75,368
1593993600,828261,385,986,34,149,188,52,363
1594022400,828449,682,494,139,221,167,87,439
1594051200,828891,980,538,151,268,216,101,541
1594080000,827839,562,1614,66,262,283,87,589
1594108800,827835,693,697,66,264,224,76,528
1594137600,827954,829,710,136,319,284,98,647
1594166400,827702,827,1079,86,323,260,101,627
