1592380800,831596,902,888,416,309,248,221,732
1592409600,831769,853,680,186,323,248,128,651
1592438400,831990,925,704,187,314,272,120,652
1592467200,831488,542,1044,161,225,246,94,528
1592496000,831692,1062,858,213,399,256,160,750
1592524800,831340,761,1113,251,289,344,140,708
1592553600,831354,721,707,69,230,236,83,512
1592582400,831424,895,825,227,301,253,100,609
1592611200,831257,636,803,157,261,282,117,613
1592640000,831192,514,579,134,199,222,59,436
1592668800,830968,522,746,78,239,228,97,518
1592697600,830944,646,670,76,220,196,78,459
1592726400,830962,628,610,71,164,231,71,438
1592755200,831002,476,436,79,213,144,86,412
1592784000,831180,545,367,137,192,150,54,373
1592812800,830671,487,996,161,201,213,87,474
1592841600,830279,850,1242,284,325,362,225,845
1592870400,829497,916,1698,113,279,289,109,620
1592899200,830384,1908,1021,337,380,256,204,777
1592928000,831074,1331,641,205,361,249,104,667
1592956800,830973,928,1029,171,286,294,92,625
