1592985600,830566,707,1114,226,266,366,119,715
1593014400,830573,1109,1102,435,407,377,203,919
1593043200,830095,665,1143,82,283,300,89,616
1593072000,830415,1222,902,313,326,278,164,715
1593100800,830365,902,952,258,371,336,175,823
1593129600,830574,980,771,288,357,264,176,750
1593158400,830798,925,701,219,241,230,91,512
1593187200,831043,1182,937,189,359,264,110,677
1593216000,830657,747,1133,175,299,325,122,705
1593244800,830879,825,603,136,232,215,84,500
1593273600,830925,712,666,76,242,214,81,499
1593302400,830945,581,561,59,192,163,74,402
1593331200,831080,579,444,50,175,173,65,384
1593360000,830898,368,550,128,185,190,92,433
1593388800,830709,375,564,43,160,142,41,325
1593417600,830489,532,752,68,215,180,68,427
1593446400,830612,985,862,128,315,243,147,645
1593475200,831007,1490,1095,218,376,296,127,737
1593504000,831022,943,928,218,285,239,154,626
1593532800,831288,1299,1033,145,340,329,110,721
1593561600,830458,847,1677,192,353,503,107,880
